Score,Year,Grade,Grade_Year,Subject,Group
311,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
326,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
317,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
330,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
386,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
330,2017,8,8th - 2017,ELA,All Students
320,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
386,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
326,2017,8,8th - 2017,ELA,All Students
320,2017,8,8th - 2017,ELA,All Students
361,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
330,2017,8,8th - 2017,ELA,All Students
309,2017,8,8th - 2017,ELA,All Students
330,2017,8,8th - 2017,ELA,All Students
320,2017,8,8th - 2017,ELA,All Students
371,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
316,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
316,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
402,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
330,2017,8,8th - 2017,ELA,All Students
326,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
326,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
304,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
386,2017,8,8th - 2017,ELA,All Students
330,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
298,2017,8,8th - 2017,ELA,All Students
309,2017,8,8th - 2017,ELA,All Students
317,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
326,2017,8,8th - 2017,ELA,All Students
320,2017,8,8th - 2017,ELA,All Students
330,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
320,2017,8,8th - 2017,ELA,All Students
323,2017,8,8th - 2017,ELA,All Students
316,2017,8,8th - 2017,ELA,All Students
316,2017,8,8th - 2017,ELA,All Students
326,2017,8,8th - 2017,ELA,All Students
330,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
323,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
309,2017,8,8th - 2017,ELA,All Students
361,2017,8,8th - 2017,ELA,All Students
326,2017,8,8th - 2017,ELA,All Students
361,2017,8,8th - 2017,ELA,All Students
311,2017,8,8th - 2017,ELA,All Students
311,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
309,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
326,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
320,2017,8,8th - 2017,ELA,All Students
316,2017,8,8th - 2017,ELA,All Students
317,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
291,2017,8,8th - 2017,ELA,All Students
347,2017,8,8th - 2017,ELA,All Students
317,2017,8,8th - 2017,ELA,All Students
326,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
317,2017,8,8th - 2017,ELA,All Students
317,2017,8,8th - 2017,ELA,All Students
361,2017,8,8th - 2017,ELA,All Students
316,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
301,2017,8,8th - 2017,ELA,All Students
317,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
330,2017,8,8th - 2017,ELA,All Students
316,2017,8,8th - 2017,ELA,All Students
334,2017,8,8th - 2017,ELA,All Students
323,2017,8,8th - 2017,ELA,All Students
371,2017,8,8th - 2017,ELA,All Students
320,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
354,2017,8,8th - 2017,ELA,All Students
301,2017,8,8th - 2017,ELA,All Students
304,2017,8,8th - 2017,ELA,All Students
317,2017,8,8th - 2017,ELA,All Students
311,2017,8,8th - 2017,ELA,All Students
304,2017,8,8th - 2017,ELA,All Students
296,2017,8,8th - 2017,ELA,All Students
330,2017,8,8th - 2017,ELA,All Students
301,2017,8,8th - 2017,ELA,All Students
284,2017,8,8th - 2017,ELA,All Students
309,2017,8,8th - 2017,ELA,All Students
330,2017,8,8th - 2017,ELA,All Students
338,2017,8,8th - 2017,ELA,All Students
330,2017,8,8th - 2017,ELA,All Students
326,2017,8,8th - 2017,ELA,All Students
343,2017,8,8th - 2017,ELA,All Students
317,2017,8,8th - 2017,ELA,All Students
304,2017,8,8th - 2017,ELA,All Students
306,2017,8,8th - 2017,ELA,All Students
281,2017,8,8th - 2017,ELA,All Students
377,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
344,2014,6,6th - 2014,Math,All Students
329,2014,6,6th - 2014,Math,All Students
341,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
332,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
332,2014,6,6th - 2014,Math,All Students
341,2014,6,6th - 2014,Math,All Students
341,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
332,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
344,2014,6,6th - 2014,Math,All Students
349,2014,6,6th - 2014,Math,All Students
341,2014,6,6th - 2014,Math,All Students
344,2014,6,6th - 2014,Math,All Students
332,2014,6,6th - 2014,Math,All Students
318,2014,6,6th - 2014,Math,All Students
337,2014,6,6th - 2014,Math,All Students
399,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
344,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
344,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
344,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
354,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
344,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
344,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
344,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
354,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
332,2014,6,6th - 2014,Math,All Students
324,2014,6,6th - 2014,Math,All Students
314,2014,6,6th - 2014,Math,All Students
341,2014,6,6th - 2014,Math,All Students
327,2014,6,6th - 2014,Math,All Students
320,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
344,2014,6,6th - 2014,Math,All Students
334,2014,6,6th - 2014,Math,All Students
344,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
341,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
304,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
337,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
344,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
332,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
299,2014,6,6th - 2014,Math,All Students
306,2014,6,6th - 2014,Math,All Students
314,2014,6,6th - 2014,Math,All Students
314,2014,6,6th - 2014,Math,All Students
337,2014,6,6th - 2014,Math,All Students
332,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
337,2014,6,6th - 2014,Math,All Students
346,2014,6,6th - 2014,Math,All Students
331,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
337,2014,6,6th - 2014,Math,All Students
341,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
349,2014,6,6th - 2014,Math,All Students
322,2014,6,6th - 2014,Math,All Students
320,2014,6,6th - 2014,Math,All Students
304,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
332,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
337,2014,6,6th - 2014,Math,All Students
341,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
329,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
341,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
382,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
344,2014,6,6th - 2014,Math,All Students
341,2014,6,6th - 2014,Math,All Students
341,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
322,2014,6,6th - 2014,Math,All Students
324,2014,6,6th - 2014,Math,All Students
307,2014,6,6th - 2014,Math,All Students
334,2014,6,6th - 2014,Math,All Students
337,2014,6,6th - 2014,Math,All Students
332,2014,6,6th - 2014,Math,All Students
318,2014,6,6th - 2014,Math,All Students
301,2014,6,6th - 2014,Math,All Students
313,2014,6,6th - 2014,Math,All Students
334,2014,6,6th - 2014,Math,All Students
332,2014,6,6th - 2014,Math,All Students
309,2014,6,6th - 2014,Math,All Students
314,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
327,2014,6,6th - 2014,Math,All Students
309,2014,6,6th - 2014,Math,All Students
319,2014,6,6th - 2014,Math,All Students
334,2014,6,6th - 2014,Math,All Students
332,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
332,2014,6,6th - 2014,Math,All Students
316,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
337,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
334,2014,6,6th - 2014,Math,All Students
320,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
344,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
332,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
329,2014,6,6th - 2014,Math,All Students
324,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
344,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
309,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
344,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
341,2014,6,6th - 2014,Math,All Students
337,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
322,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
340,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
324,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
306,2014,6,6th - 2014,Math,All Students
318,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
297,2014,6,6th - 2014,Math,All Students
323,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
329,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
314,2014,6,6th - 2014,Math,All Students
341,2014,6,6th - 2014,Math,All Students
337,2014,6,6th - 2014,Math,All Students
334,2014,6,6th - 2014,Math,All Students
322,2014,6,6th - 2014,Math,All Students
322,2014,6,6th - 2014,Math,All Students
341,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
337,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
344,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
344,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
337,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
332,2014,6,6th - 2014,Math,All Students
329,2014,6,6th - 2014,Math,All Students
340,2014,6,6th - 2014,Math,All Students
318,2014,6,6th - 2014,Math,All Students
327,2014,6,6th - 2014,Math,All Students
329,2014,6,6th - 2014,Math,All Students
341,2014,6,6th - 2014,Math,All Students
341,2014,6,6th - 2014,Math,All Students
334,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
307,2014,6,6th - 2014,Math,All Students
341,2014,6,6th - 2014,Math,All Students
340,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
337,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
382,2014,6,6th - 2014,Math,All Students
304,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
329,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
332,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
334,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
399,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
382,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
340,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
266,2014,6,6th - 2014,Math,All Students
337,2014,6,6th - 2014,Math,All Students
320,2014,6,6th - 2014,Math,All Students
297,2014,6,6th - 2014,Math,All Students
324,2014,6,6th - 2014,Math,All Students
323,2014,6,6th - 2014,Math,All Students
304,2014,6,6th - 2014,Math,All Students
329,2014,6,6th - 2014,Math,All Students
320,2014,6,6th - 2014,Math,All Students
324,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
344,2014,6,6th - 2014,Math,All Students
334,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
334,2014,6,6th - 2014,Math,All Students
341,2014,6,6th - 2014,Math,All Students
324,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
337,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
341,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
337,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
332,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
299,2014,6,6th - 2014,Math,All Students
327,2014,6,6th - 2014,Math,All Students
320,2014,6,6th - 2014,Math,All Students
309,2014,6,6th - 2014,Math,All Students
327,2014,6,6th - 2014,Math,All Students
296,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
329,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
337,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
341,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
324,2014,6,6th - 2014,Math,All Students
314,2014,6,6th - 2014,Math,All Students
344,2014,6,6th - 2014,Math,All Students
337,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
327,2014,6,6th - 2014,Math,All Students
311,2014,6,6th - 2014,Math,All Students
334,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
311,2014,6,6th - 2014,Math,All Students
334,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
329,2014,6,6th - 2014,Math,All Students
344,2014,6,6th - 2014,Math,All Students
337,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
404,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
341,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
353,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
348,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
329,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
370,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
285,2014,6,6th - 2014,Math,All Students
297,2014,6,6th - 2014,Math,All Students
302,2014,6,6th - 2014,Math,All Students
304,2014,6,6th - 2014,Math,All Students
297,2014,6,6th - 2014,Math,All Students
302,2014,6,6th - 2014,Math,All Students
332,2014,6,6th - 2014,Math,All Students
341,2014,6,6th - 2014,Math,All Students
332,2014,6,6th - 2014,Math,All Students
344,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
396,2014,6,6th - 2014,Math,All Students
324,2014,6,6th - 2014,Math,All Students
322,2014,6,6th - 2014,Math,All Students
322,2014,6,6th - 2014,Math,All Students
285,2014,6,6th - 2014,Math,All Students
322,2014,6,6th - 2014,Math,All Students
311,2014,6,6th - 2014,Math,All Students
304,2014,6,6th - 2014,Math,All Students
324,2014,6,6th - 2014,Math,All Students
322,2014,6,6th - 2014,Math,All Students
307,2014,6,6th - 2014,Math,All Students
322,2014,6,6th - 2014,Math,All Students
327,2014,6,6th - 2014,Math,All Students
324,2014,6,6th - 2014,Math,All Students
332,2014,6,6th - 2014,Math,All Students
320,2014,6,6th - 2014,Math,All Students
329,2014,6,6th - 2014,Math,All Students
319,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
334,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
337,2014,6,6th - 2014,Math,All Students
377,2014,6,6th - 2014,Math,All Students
295,2014,6,6th - 2014,Math,All Students
366,2014,6,6th - 2014,Math,All Students
359,2014,6,6th - 2014,Math,All Students
